Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M10000000,user6281@globalenterprise.com,Summary,Generated,2024-10-12 01:32:00,4,2
M10000002,user8778@globalenterprise.com,Summary,Generated,2024-10-26 00:35:00,4,1
M10000004,user6459@globalenterprise.com,Summary,Generated,2024-10-11 01:02:00,5,0
M10000006,user6908@globalenterprise.com,Summary,Generated,2024-10-10 01:24:00,3,1
M10000007,user2831@globalenterprise.com,Summary,Generated,2024-10-06 01:38:00,4,1
M10000008,user6347@globalenterprise.com,Summary,Generated,2024-10-02 00:33:00,3,2
M10000011,user585@globalenterprise.com,Summary,Generated,2024-10-02 01:31:00,3,0
M10000013,user2511@globalenterprise.com,Summary,Generated,2024-10-23 00:34:00,3,1
M10000014,user4559@globalenterprise.com,Summary,Generated,2024-10-04 00:25:00,3,2
M10000015,user4748@globalenterprise.com,Summary,Generated,2024-10-28 01:48:00,4,1
M10000017,user1723@globalenterprise.com,Summary,Generated,2024-10-25 01:52:00,3,0
M10000019,user6187@globalenterprise.com,Summary,Generated,2024-10-10 01:13:00,5,0
M10000021,user4698@globalenterprise.com,Summary,Generated,2024-10-16 00:28:00,3,0
M10000022,user4696@globalenterprise.com,Summary,Generated,2024-10-09 00:22:00,2,2
M10000023,user2689@globalenterprise.com,Summary,Generated,2024-10-06 01:33:00,5,1
M10000024,user6478@globalenterprise.com,Summary,Generated,2024-10-25 01:37:00,3,1
M10000025,user3815@globalenterprise.com,Summary,Generated,2024-10-07 01:25:00,5,1
M10000026,user2336@globalenterprise.com,Summary,Generated,2024-10-12 00:54:00,4,0
M10000028,user792@globalenterprise.com,Summary,Generated,2024-10-26 01:05:00,5,0
M10000029,user4186@globalenterprise.com,Summary,Generated,2024-10-11 00:20:00,4,0
M10000031,user1902@globalenterprise.com,Summary,Generated,2024-10-29 00:19:00,5,2
M10000032,user6929@globalenterprise.com,Summary,Generated,2024-10-11 00:25:00,3,0
M10000033,user7572@globalenterprise.com,Summary,Generated,2024-10-21 01:56:00,2,0
M10000034,user648@globalenterprise.com,Summary,Generated,2024-10-06 00:37:00,2,1
M10000035,user4990@globalenterprise.com,Summary,Generated,2024-10-11 00:35:00,2,1
M10000036,user7894@globalenterprise.com,Summary,Generated,2024-10-02 00:39:00,4,1
M10000037,user2338@globalenterprise.com,Summary,Generated,2024-10-07 00:17:00,5,1
M10000039,user136@globalenterprise.com,Summary,Generated,2024-10-07 00:50:00,2,0
M10000040,user4069@globalenterprise.com,Summary,Generated,2024-10-18 01:53:00,2,2
M10000041,user1860@globalenterprise.com,Summary,Generated,2024-10-14 01:08:00,3,1
M10000042,user8652@globalenterprise.com,Summary,Generated,2024-10-04 01:48:00,4,1
M10000043,user8205@globalenterprise.com,Summary,Generated,2024-10-03 01:55:00,2,2
M10000044,user4724@globalenterprise.com,Summary,Generated,2024-10-04 01:04:00,5,0
M10000045,user5168@globalenterprise.com,Summary,Generated,2024-10-14 00:46:00,3,2
M10000046,user536@globalenterprise.com,Summary,Generated,2024-10-14 01:37:00,5,2
M10000047,user537@globalenterprise.com,Summary,Generated,2024-10-17 01:59:00,3,1
M10000048,user5537@globalenterprise.com,Summary,Generated,2024-10-26 01:57:00,2,2
M10000049,user6003@globalenterprise.com,Summary,Generated,2024-10-22 01:39:00,4,1
