Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M01000002,user4194@globalenterprise.com,Summary,Generated,2024-01-17 01:12:00,3,0
M01000003,user2859@globalenterprise.com,Summary,Generated,2024-01-02 00:38:00,1,1
M01000005,user59@globalenterprise.com,Summary,Generated,2024-01-24 01:18:00,3,2
M01000006,user616@globalenterprise.com,Summary,Generated,2024-01-22 00:33:00,1,2
M01000008,user6897@globalenterprise.com,Summary,Generated,2024-01-28 01:43:00,1,0
M01000009,user2502@globalenterprise.com,Summary,Generated,2024-01-14 00:42:00,3,2
M01000010,user1391@globalenterprise.com,Summary,Generated,2024-01-12 01:54:00,1,1
M01000011,user4454@globalenterprise.com,Summary,Generated,2024-01-17 01:32:00,2,2
M01000012,user100@globalenterprise.com,Summary,Generated,2024-01-08 01:51:00,3,1
M01000013,user4639@globalenterprise.com,Summary,Generated,2024-01-14 01:18:00,2,2
M01000016,user1181@globalenterprise.com,Summary,Generated,2024-01-08 01:30:00,3,1
M01000017,user6535@globalenterprise.com,Summary,Generated,2024-01-02 00:41:00,2,1
M01000019,user4786@globalenterprise.com,Summary,Generated,2024-01-06 00:28:00,3,1
M01000023,user702@globalenterprise.com,Summary,Generated,2024-01-20 01:49:00,2,2
M01000026,user119@globalenterprise.com,Summary,Generated,2024-01-08 01:52:00,1,1
M01000028,user975@globalenterprise.com,Summary,Generated,2024-01-29 00:26:00,2,2
M01000032,user5922@globalenterprise.com,Summary,Generated,2024-01-05 01:21:00,3,0
M01000033,user6219@globalenterprise.com,Summary,Generated,2024-01-02 00:39:00,2,1
M01000035,user1214@globalenterprise.com,Summary,Generated,2024-01-06 00:49:00,3,1
M01000037,user2146@globalenterprise.com,Summary,Generated,2024-01-27 01:00:00,2,1
M01000038,user142@globalenterprise.com,Summary,Generated,2024-01-26 01:26:00,3,0
M01000039,user6441@globalenterprise.com,Summary,Generated,2024-01-02 00:51:00,1,0
M01000040,user2166@globalenterprise.com,Summary,Generated,2024-01-06 01:26:00,1,0
M01000041,user4651@globalenterprise.com,Summary,Generated,2024-01-13 00:26:00,2,1
M01000045,user2864@globalenterprise.com,Summary,Generated,2024-01-15 01:23:00,2,2
M01000049,user2468@globalenterprise.com,Summary,Generated,2024-01-29 00:49:00,3,0
M01000050,user904@globalenterprise.com,Summary,Generated,2024-01-10 01:32:00,1,1
M01000051,user5406@globalenterprise.com,Summary,Generated,2024-01-28 00:26:00,3,0
M01000052,user3797@globalenterprise.com,Summary,Generated,2024-01-09 00:58:00,3,0
M01000054,user6677@globalenterprise.com,Summary,Generated,2024-01-25 00:50:00,1,1
