Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M07000000,user7650@globalenterprise.com,Summary,Generated,2024-07-25 01:29:00,4,2
M07000002,user950@globalenterprise.com,Summary,Generated,2024-07-11 01:13:00,4,0
M07000003,user559@globalenterprise.com,Summary,Generated,2024-07-11 01:52:00,4,1
M07000005,user1034@globalenterprise.com,Summary,Generated,2024-07-14 01:01:00,5,1
M07000006,user3521@globalenterprise.com,Summary,Generated,2024-07-05 00:39:00,3,1
M07000007,user1063@globalenterprise.com,Summary,Generated,2024-07-28 01:48:00,2,0
M07000009,user334@globalenterprise.com,Summary,Generated,2024-07-27 01:47:00,2,2
M07000010,user2151@globalenterprise.com,Summary,Generated,2024-07-09 01:52:00,2,0
M07000011,user1375@globalenterprise.com,Summary,Generated,2024-07-13 00:54:00,2,0
M07000012,user4526@globalenterprise.com,Summary,Generated,2024-07-02 00:45:00,3,2
M07000013,user1754@globalenterprise.com,Summary,Generated,2024-07-24 01:29:00,4,2
M07000015,user2206@globalenterprise.com,Summary,Generated,2024-07-07 01:37:00,2,2
M07000016,user3992@globalenterprise.com,Summary,Generated,2024-07-16 00:56:00,2,2
M07000017,user3080@globalenterprise.com,Summary,Generated,2024-07-13 00:20:00,2,2
M07000018,user6471@globalenterprise.com,Summary,Generated,2024-07-25 02:00:00,3,1
M07000020,user2049@globalenterprise.com,Summary,Generated,2024-07-19 00:37:00,5,1
M07000021,user3452@globalenterprise.com,Summary,Generated,2024-07-17 01:18:00,4,2
M07000022,user3170@globalenterprise.com,Summary,Generated,2024-07-13 01:13:00,5,1
M07000023,user4247@globalenterprise.com,Summary,Generated,2024-07-08 01:10:00,3,1
M07000024,user7986@globalenterprise.com,Summary,Generated,2024-07-08 00:54:00,3,2
M07000025,user6404@globalenterprise.com,Summary,Generated,2024-07-05 01:26:00,5,1
M07000026,user3904@globalenterprise.com,Summary,Generated,2024-07-13 00:57:00,4,1
M07000027,user2076@globalenterprise.com,Summary,Generated,2024-07-28 00:34:00,3,1
M07000030,user5485@globalenterprise.com,Summary,Generated,2024-07-21 00:57:00,5,1
M07000031,user2549@globalenterprise.com,Summary,Generated,2024-07-16 01:58:00,2,2
M07000032,user5824@globalenterprise.com,Summary,Generated,2024-07-13 01:35:00,5,1
M07000033,user6231@globalenterprise.com,Summary,Generated,2024-07-02 01:31:00,5,2
M07000034,user2700@globalenterprise.com,Summary,Generated,2024-07-22 00:15:00,3,1
M07000036,user7241@globalenterprise.com,Summary,Generated,2024-07-13 01:32:00,5,0
M07000038,user2280@globalenterprise.com,Summary,Generated,2024-07-20 00:46:00,2,1
M07000039,user7883@globalenterprise.com,Summary,Generated,2024-07-15 01:58:00,2,2
M07000040,user5805@globalenterprise.com,Summary,Generated,2024-07-03 01:00:00,2,1
M07000042,user7684@globalenterprise.com,Summary,Generated,2024-07-14 00:28:00,3,1
M07000043,user7855@globalenterprise.com,Summary,Generated,2024-07-16 01:54:00,5,2
M07000044,user6431@globalenterprise.com,Summary,Generated,2024-07-23 00:15:00,2,1
M07000045,user4897@globalenterprise.com,Summary,Generated,2024-07-08 01:37:00,5,2
M07000046,user7608@globalenterprise.com,Summary,Generated,2024-07-26 01:53:00,5,1
M07000047,user5211@globalenterprise.com,Summary,Generated,2024-07-24 00:21:00,3,2
M07000048,user4057@globalenterprise.com,Summary,Generated,2024-07-23 00:15:00,5,2
M07000049,user4170@globalenterprise.com,Summary,Generated,2024-07-06 01:48:00,5,0
M07000050,user5075@globalenterprise.com,Summary,Generated,2024-07-26 01:50:00,4,0
M07000051,user7507@globalenterprise.com,Summary,Generated,2024-07-12 00:27:00,2,0
M07000053,user5329@globalenterprise.com,Summary,Generated,2024-07-23 01:49:00,4,1
M07000054,user4402@globalenterprise.com,Summary,Generated,2024-07-12 01:51:00,2,1
M07000057,user184@globalenterprise.com,Summary,Generated,2024-07-14 01:56:00,5,1
M07000059,user222@globalenterprise.com,Summary,Generated,2024-07-13 01:54:00,2,2
M07000060,user4451@globalenterprise.com,Summary,Generated,2024-07-28 01:32:00,4,0
M07000061,user3304@globalenterprise.com,Summary,Generated,2024-07-19 00:52:00,3,0
M07000062,user256@globalenterprise.com,Summary,Generated,2024-07-28 00:41:00,4,0
M07000063,user3173@globalenterprise.com,Summary,Generated,2024-07-19 00:17:00,2,1
M07000064,user6377@globalenterprise.com,Summary,Generated,2024-07-22 01:52:00,4,0
M07000065,user5497@globalenterprise.com,Summary,Generated,2024-07-23 00:46:00,4,2
M07000066,user6490@globalenterprise.com,Summary,Generated,2024-07-03 00:45:00,3,2
M07000067,user3539@globalenterprise.com,Summary,Generated,2024-07-02 00:45:00,2,1
M07000070,user5715@globalenterprise.com,Summary,Generated,2024-07-03 00:15:00,4,0
M07000071,user2505@globalenterprise.com,Summary,Generated,2024-07-18 01:35:00,4,0
M07000073,user5454@globalenterprise.com,Summary,Generated,2024-07-04 01:28:00,4,2
M07000074,user3876@globalenterprise.com,Summary,Generated,2024-07-27 00:17:00,5,2
