Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M08000000,user4288@globalenterprise.com,Summary,Generated,2024-08-29 00:27:00,4,2
M08000003,user3726@globalenterprise.com,Summary,Generated,2024-08-11 01:05:00,2,0
M08000004,user4998@globalenterprise.com,Summary,Generated,2024-08-26 01:52:00,4,0
M08000005,user3927@globalenterprise.com,Summary,Generated,2024-08-05 01:54:00,5,1
M08000007,user2263@globalenterprise.com,Summary,Generated,2024-08-11 00:47:00,3,0
M08000008,user605@globalenterprise.com,Summary,Generated,2024-08-03 01:18:00,4,0
M08000010,user515@globalenterprise.com,Summary,Generated,2024-08-17 01:18:00,4,2
M08000012,user7619@globalenterprise.com,Summary,Generated,2024-08-02 01:04:00,4,1
M08000013,user942@globalenterprise.com,Summary,Generated,2024-08-10 01:13:00,2,0
M08000014,user2160@globalenterprise.com,Summary,Generated,2024-08-13 00:40:00,3,0
M08000015,user7201@globalenterprise.com,Summary,Generated,2024-08-19 01:27:00,3,2
M08000017,user4379@globalenterprise.com,Summary,Generated,2024-08-02 01:54:00,2,2
M08000018,user6849@globalenterprise.com,Summary,Generated,2024-08-03 01:13:00,4,0
M08000019,user643@globalenterprise.com,Summary,Generated,2024-08-17 01:36:00,2,1
M08000020,user4551@globalenterprise.com,Summary,Generated,2024-08-27 01:19:00,4,2
M08000021,user8238@globalenterprise.com,Summary,Generated,2024-08-16 01:33:00,2,1
M08000022,user3972@globalenterprise.com,Summary,Generated,2024-08-24 00:27:00,2,0
M08000023,user5178@globalenterprise.com,Summary,Generated,2024-08-20 01:53:00,2,2
M08000024,user7873@globalenterprise.com,Summary,Generated,2024-08-09 01:05:00,4,1
M08000025,user5051@globalenterprise.com,Summary,Generated,2024-08-23 01:42:00,2,0
M08000026,user1943@globalenterprise.com,Summary,Generated,2024-08-12 01:51:00,4,0
M08000027,user6024@globalenterprise.com,Summary,Generated,2024-08-15 00:30:00,3,1
M08000028,user5556@globalenterprise.com,Summary,Generated,2024-08-28 00:27:00,2,2
M08000029,user5376@globalenterprise.com,Summary,Generated,2024-08-05 00:54:00,2,2
M08000030,user7715@globalenterprise.com,Summary,Generated,2024-08-13 00:31:00,5,2
M08000031,user3430@globalenterprise.com,Summary,Generated,2024-08-14 01:50:00,2,2
M08000032,user2923@globalenterprise.com,Summary,Generated,2024-08-14 01:21:00,4,2
M08000033,user4934@globalenterprise.com,Summary,Generated,2024-08-21 00:48:00,2,2
M08000034,user6785@globalenterprise.com,Summary,Generated,2024-08-23 00:49:00,2,1
M08000035,user4172@globalenterprise.com,Summary,Generated,2024-08-07 01:15:00,2,0
M08000036,user1881@globalenterprise.com,Summary,Generated,2024-08-07 01:11:00,4,2
M08000037,user3301@globalenterprise.com,Summary,Generated,2024-08-05 01:11:00,5,0
M08000038,user3368@globalenterprise.com,Summary,Generated,2024-08-27 00:43:00,5,0
M08000040,user1347@globalenterprise.com,Summary,Generated,2024-08-09 00:24:00,5,1
M08000041,user6024@globalenterprise.com,Summary,Generated,2024-08-22 01:21:00,5,1
M08000042,user8253@globalenterprise.com,Summary,Generated,2024-08-24 00:38:00,4,0
M08000043,user913@globalenterprise.com,Summary,Generated,2024-08-15 01:46:00,5,2
M08000044,user5614@globalenterprise.com,Summary,Generated,2024-08-10 00:18:00,3,0
M08000045,user6657@globalenterprise.com,Summary,Generated,2024-08-05 01:53:00,2,2
M08000046,user5517@globalenterprise.com,Summary,Generated,2024-08-03 01:59:00,3,1
M08000047,user6493@globalenterprise.com,Summary,Generated,2024-08-20 00:34:00,4,1
M08000050,user5619@globalenterprise.com,Summary,Generated,2024-08-07 01:10:00,3,1
M08000051,user3712@globalenterprise.com,Summary,Generated,2024-08-29 01:48:00,5,0
M08000052,user2414@globalenterprise.com,Summary,Generated,2024-08-15 02:00:00,2,2
M08000053,user131@globalenterprise.com,Summary,Generated,2024-08-16 00:32:00,3,2
M08000054,user4189@globalenterprise.com,Summary,Generated,2024-08-12 01:35:00,3,2
M08000055,user805@globalenterprise.com,Summary,Generated,2024-08-11 01:31:00,4,0
M08000057,user8260@globalenterprise.com,Summary,Generated,2024-08-18 00:44:00,2,1
M08000060,user2778@globalenterprise.com,Summary,Generated,2024-08-02 01:19:00,3,0
